balance_id,account_id,snapshot_month,statement_balance_cad,credit_limit_cad,utilization_rate,minimum_payment_cad,amount_paid_cad,days_past_due
BAL5E966E915A2B,ACC544F7EFEC1C0,2023-01-01,2605.27,5000,0.5211,78.16,8.61,92
BAL8C2E931E3C8E,ACC544F7EFEC1C0,2023-02-01,2497.04,5000,0.4994,74.91,13.91,86
BAL69D8E02B2992,ACC544F7EFEC1C0,2023-03-01,2655.05,5000,0.531,79.65,4.07,99
BALD1DE8CEFFAD5,ACC544F7EFEC1C0,2023-04-01,2455.08,5000,0.491,73.65,29.41,99
BAL53D80BACE746,ACC544F7EFEC1C0,2023-05-01,2574.69,5000,0.5149,77.24,1.07,93
BAL583894D225F3,ACC544F7EFEC1C0,2023-06-01,2462.08,5000,0.4924,73.86,6.81,93
BAL542E13D7A0DA,ACC544F7EFEC1C0,2023-07-01,2649.79,5000,0.53,79.49,8.91,102
BAL4E7B1DF61557,ACC544F7EFEC1C0,2023-08-01,2785.78,5000,0.5572,83.57,11.77,96
BAL398254F97AAE,ACC544F7EFEC1C0,2023-09-01,2935.75,5000,0.5872,88.07,16.83,105
BAL24041CA77020,ACC544F7EFEC1C0,2023-10-01,3184.76,5000,0.637,95.54,18.06,94
BAL1E119DF70AAF,ACC544F7EFEC1C0,2023-11-01,3146.85,5000,0.6294,94.41,33.94,98
BALE8F876B77719,ACC544F7EFEC1C0,2023-12-01,3178.87,5000,0.6358,95.37,28.14,92
BALF1E4D10A11D9,ACC544F7EFEC1C0,2024-01-01,3214.52,5000,0.6429,96.44,4.42,94
BAL450B2AFE3657,ACC544F7EFEC1C0,2024-02-01,3313.21,5000,0.6626,99.4,16.34,93
BALFAE41E3EFDF3,ACC544F7EFEC1C0,2024-03-01,3298.06,5000,0.6596,98.94,39.85,88
BAL32FF44BFDA4B,ACC544F7EFEC1C0,2024-04-01,3371.15,5000,0.6742,101.13,11.31,90
BAL3F1E0A4F2288,ACC544F7EFEC1C0,2024-05-01,3487.18,5000,0.6974,104.62,45.28,90
BALF5B254E1B2D0,ACC544F7EFEC1C0,2024-06-01,3433.83,5000,0.6868,103.01,31.37,104
BALF6AC7C170AEB,ACC544F7EFEC1C0,2024-07-01,3651.82,5000,0.7304,109.55,37.38,96
BAL96F1F56ABE32,ACC544F7EFEC1C0,2024-08-01,3747.01,5000,0.7494,112.41,12.52,93
BALCD48A71EADED,ACC544F7EFEC1C0,2024-09-01,3721.1,5000,0.7442,111.63,42.52,90
BAL409860FA57A5,ACC544F7EFEC1C0,2024-10-01,3592.68,5000,0.7185,107.78,29.65,89
BALEA2296BE68FB,ACC544F7EFEC1C0,2024-11-01,3629.42,5000,0.7259,108.88,36.99,109
BAL1C8CF4684146,ACC544F7EFEC1C0,2024-12-01,3715.09,5000,0.743,111.45,2.46,102
BAL982177894EA2,ACC544F7EFEC1C0,2025-01-01,3789.19,5000,0.7578,113.68,28.22,93
BAL6EE10911E150,ACC544F7EFEC1C0,2025-02-01,3713.9,5000,0.7428,111.42,3.52,101
BALFB320BFC92E4,ACC544F7EFEC1C0,2025-03-01,3553.68,5000,0.7107,106.61,47.64,92
BAL5E6B63A31638,ACC544F7EFEC1C0,2025-04-01,3778.99,5000,0.7558,113.37,32.0,97
BAL5574F995E544,ACCBAFEB217BB3B,2022-07-01,366.67,3000,0.1222,25,322.38,0
BAL022FEEE9E572,ACCBAFEB217BB3B,2022-08-01,502.95,3000,0.1677,25,384.11,0
BAL48F04CE022DC,ACCBAFEB217BB3B,2022-09-01,605.53,3000,0.2018,25,251.12,4
BALEBBA13D4FBEA,ACCBAFEB217BB3B,2022-10-01,631.67,3000,0.2106,25,418.63,0
BAL3BE1357CDDB5,ACCBAFEB217BB3B,2022-11-01,566.27,3000,0.1888,25,40.15,0
BAL4B8FFAF48542,ACCBAFEB217BB3B,2022-12-01,549.78,3000,0.1833,25,297.79,0
BAL9EC3DB7D0D88,ACCBAFEB217BB3B,2023-01-01,480.64,3000,0.1602,25,331.37,0
BAL155074D48FAD,ACCBAFEB217BB3B,2023-02-01,416.92,3000,0.139,25,59.89,7
BAL535BB1D867CD,ACCBAFEB217BB3B,2023-03-01,574.96,3000,0.1917,25,114.59,0
BALB5C379EBE26C,ACCBAFEB217BB3B,2023-04-01,781.78,3000,0.2606,25,688.25,0
BAL6297BEE37A88,ACCBAFEB217BB3B,2023-05-01,675.26,3000,0.2251,25,432.83,4
BALBFFB21D01C4D,ACCBAFEB217BB3B,2023-06-01,760.4,3000,0.2535,25,637.71,0
BALCD1799811C68,ACCBAFEB217BB3B,2023-07-01,833.99,3000,0.278,25.02,165.84,0
BAL85E14F22E2BC,ACCBAFEB217BB3B,2023-08-01,789.41,3000,0.2631,25,280.77,7
BALEA63640D49BE,ACCBAFEB217BB3B,2023-09-01,1032.85,3000,0.3443,30.99,638.33,0
BAL621E2F1F9CC5,ACCBAFEB217BB3B,2023-10-01,1250.31,3000,0.4168,37.51,958.18,0
BALAD8F6F765FF4,ACCBAFEB217BB3B,2023-11-01,1541.0,3000,0.5137,46.23,1514.55,6
BAL4C6004C59AA6,ACCBAFEB217BB3B,2023-12-01,1630.63,3000,0.5435,48.92,648.5,0
BAL96D02BBFEB8C,ACCBAFEB217BB3B,2024-01-01,1881.98,3000,0.6273,56.46,1858.16,0
BAL741966CE40FD,ACCBAFEB217BB3B,2024-02-01,2017.19,3000,0.6724,60.52,1209.01,0
BAL00D2A1967C7D,ACCBAFEB217BB3B,2024-03-01,1873.56,3000,0.6245,56.21,1438.19,1
BALB2D3FD0C1409,ACCBAFEB217BB3B,2024-04-01,1944.55,3000,0.6482,58.34,1545.01,0
BAL7C5857B63DC4,ACCBAFEB217BB3B,2024-05-01,2022.85,3000,0.6743,60.69,806.07,0
BAL2109F4D1327C,ACCBAFEB217BB3B,2024-06-01,2215.26,3000,0.7384,66.46,1329.88,0
BALB22E1DDB7A7C,ACCBAFEB217BB3B,2024-07-01,2197.51,3000,0.7325,65.93,2132.29,0
BAL250A23D118D9,ACCBAFEB217BB3B,2024-08-01,2344.1,3000,0.7814,70.32,1395.99,1
BAL563DAABFB76C,ACCBAFEB217BB3B,2024-09-01,2567.37,3000,0.8558,77.02,2283.96,0
BAL6E6BDEEABDA3,ACCBAFEB217BB3B,2024-10-01,2422.58,3000,0.8075,72.68,952.93,5
BAL059751CC783E,ACCBAFEB217BB3B,2024-11-01,2504.26,3000,0.8348,75.13,1706.02,0
BALAF6713B2F38C,ACCBAFEB217BB3B,2024-12-01,2747.47,3000,0.9158,82.42,2350.16,1
BAL0621C71DAE11,ACCBAFEB217BB3B,2025-01-01,2869.97,3000,0.9567,86.1,1470.6,1
BALDB172246943B,ACCBAFEB217BB3B,2025-02-01,3000,3000,1.0,90.0,1120.48,1
BAL996B2CA4B3E6,ACCBAFEB217BB3B,2025-03-01,2838.48,3000,0.9462,85.15,463.75,8
BALDF0BD849E5F1,ACCBAFEB217BB3B,2025-04-01,2767.89,3000,0.9226,83.04,2748.27,0
BAL33F4EF913F6D,ACC1CA14A1D47A9,2023-03-01,168.9,500,0.3378,25,40.78,5
BAL73CCC9B80EDE,ACC1CA14A1D47A9,2023-04-01,320.85,500,0.6417,25,202.78,0
BAL8C64208A1747,ACC1CA14A1D47A9,2023-05-01,500,500,1.0,25,292.17,7
BALFB78209F30DE,ACC1CA14A1D47A9,2023-06-01,400.22,500,0.8004,25,203.85,0
BALDDE4572D8370,ACC1CA14A1D47A9,2023-07-01,483.76,500,0.9675,25,259.85,0
BAL829F8D95D194,ACC1CA14A1D47A9,2023-08-01,326.27,500,0.6525,25,245.65,0
BAL0C9B36989ED3,ACC1CA14A1D47A9,2023-09-01,494.01,500,0.988,25,442.7,0
BALBAC60C90EC1C,ACC1CA14A1D47A9,2023-10-01,350.51,500,0.701,25,192.92,0
BALCCD60511EA1C,ACC1CA14A1D47A9,2023-11-01,465.45,500,0.9309,25,316.72,5
BAL74BC6B2E906B,ACC1CA14A1D47A9,2023-12-01,325.44,500,0.6509,25,94.25,0
BAL757B23A0FFF8,ACC1CA14A1D47A9,2024-01-01,500,500,1.0,25,314.8,8
BALF86D1F53B0F9,ACC1CA14A1D47A9,2024-02-01,404.23,500,0.8085,25,60.56,0
BALDE97B2B101BF,ACC1CA14A1D47A9,2024-03-01,321.79,500,0.6436,25,106.76,0
BALF3E958851F38,ACC1CA14A1D47A9,2024-04-01,456.37,500,0.9127,25,403.87,0
BALBAC017C48043,ACC1CA14A1D47A9,2024-05-01,500,500,1.0,25,93.66,0
BALFC675B11B9FC,ACC1CA14A1D47A9,2024-06-01,500,500,1.0,25,141.7,0
BAL1381D204B89E,ACC1CA14A1D47A9,2024-07-01,500,500,1.0,25,385.74,0
BAL58EEF538F3FA,ACC1CA14A1D47A9,2024-08-01,500,500,1.0,25,57.58,0
BAL5E6CDCA19C65,ACC1CA14A1D47A9,2024-09-01,500,500,1.0,25,106.78,0
BALFC4625F0359C,ACC1CA14A1D47A9,2024-10-01,500,500,1.0,25,111.0,0
BALDA7AF412EA0F,ACC1CA14A1D47A9,2024-11-01,327.09,500,0.6542,25,110.17,0
BAL71D1ED4ED296,ACC1CA14A1D47A9,2024-12-01,246.7,500,0.4934,25,95.51,9
BAL63CC15685F94,ACC1CA14A1D47A9,2025-01-01,348.56,500,0.6971,25,191.6,5
BALADD63B9FC862,ACC1CA14A1D47A9,2025-02-01,356.25,500,0.7125,25,109.6,0
BAL1822AE34D8E4,ACC1CA14A1D47A9,2025-03-01,332.88,500,0.6658,25,59.3,1
BAL86B9DA0E4405,ACC1CA14A1D47A9,2025-04-01,500,500,1.0,25,342.59,0
BAL215472D0148C,ACCFB77BF7936A7,2023-03-01,774.93,1500,0.5166,25,0.21,32
BALFBDA19F51949,ACCFB77BF7936A7,2023-04-01,668.12,1500,0.4454,25,3.68,25
BAL9EBA918DD0DB,ACCFB77BF7936A7,2023-05-01,534.68,1500,0.3565,25,9.56,27
BAL922BEB9D8D8A,ACCFB77BF7936A7,2023-06-01,604.27,1500,0.4028,25,9.76,35
BAL88D166FA9FF4,ACCFB77BF7936A7,2023-07-01,818.86,1500,0.5459,25,12.31,40
BAL09E06216BFFC,ACCFB77BF7936A7,2023-08-01,738.14,1500,0.4921,25,6.15,28
BAL06921268A485,ACCFB77BF7936A7,2023-09-01,676.03,1500,0.4507,25,3.22,37
BAL29BECB12565A,ACCFB77BF7936A7,2023-10-01,505.67,1500,0.3371,25,4.27,45
BAL1B5500FAD77C,ACCFB77BF7936A7,2023-11-01,639.45,1500,0.4263,25,7.17,31
BAL1A3DF6CCE1B4,ACCFB77BF7936A7,2023-12-01,484.89,1500,0.3233,25,2.79,43
BAL01CF55CBC0DF,ACCFB77BF7936A7,2024-01-01,407.85,1500,0.2719,25,4.34,39
BAL0151DE8308C3,ACCFB77BF7936A7,2024-02-01,289.5,1500,0.193,25,2.03,38
BAL95440E64DA9C,ACCFB77BF7936A7,2024-03-01,130.35,1500,0.0869,25,10.98,39
BAL3F3621BE955B,ACCFB77BF7936A7,2024-04-01,394.07,1500,0.2627,25,6.08,30
BAL04C969E1CADA,ACCFB77BF7936A7,2024-05-01,403.3,1500,0.2689,25,4.6,34
BAL49FF10AB9352,ACCFB77BF7936A7,2024-06-01,249.51,1500,0.1663,25,11.91,38
BAL11763E02D076,ACCFB77BF7936A7,2024-07-01,53.86,1500,0.0359,25,0.67,38
BAL269255EDFFEE,ACCFB77BF7936A7,2024-08-01,326.36,1500,0.2176,25,10.29,40
BAL20C2A5520AB5,ACCFB77BF7936A7,2024-09-01,260.27,1500,0.1735,25,5.71,36
BALC223EDD02B50,ACCFB77BF7936A7,2024-10-01,202.51,1500,0.135,25,7.96,30
BALE80E2B870A1C,ACCFB77BF7936A7,2024-11-01,171.44,1500,0.1143,25,10.21,28
BALC16AA1EE6DFA,ACCFB77BF7936A7,2024-12-01,35.37,1500,0.0236,25,9.45,41
BALA42F867F7027,ACCFB77BF7936A7,2025-01-01,0,1500,0.0,25,9.05,44
BAL4A523827F18A,ACCFB77BF7936A7,2025-02-01,0,1500,0.0,25,3.39,38
BALAA12B738D475,ACCFB77BF7936A7,2025-03-01,262.01,1500,0.1747,25,4.71,47
BAL464A5EEE1FE5,ACCFB77BF7936A7,2025-04-01,502.96,1500,0.3353,25,7.25,28
BAL735A70A60768,ACCEACE581A5E6C,2023-03-01,298.88,2000,0.1494,25,179.31,3
BAL75181C1196E1,ACCEACE581A5E6C,2023-04-01,353.25,2000,0.1766,25,217.18,0
BAL7D3F3343617C,ACCEACE581A5E6C,2023-05-01,449.99,2000,0.225,25,176.28,0
BAL1F1DFC1AD36D,ACCEACE581A5E6C,2023-06-01,388.99,2000,0.1945,25,241.14,0
BAL70541D67D8F3,ACCEACE581A5E6C,2023-07-01,259.39,2000,0.1297,25,94.08,4
BALC9927D7F4AC6,ACCEACE581A5E6C,2023-08-01,441.16,2000,0.2206,25,145.21,0
BALD4A24974837B,ACCEACE581A5E6C,2023-09-01,366.51,2000,0.1833,25,309.95,8
BALEE647D55B25E,ACCEACE581A5E6C,2023-10-01,390.39,2000,0.1952,25,156.8,0
BALE0CD99D39C85,ACCEACE581A5E6C,2023-11-01,305.86,2000,0.1529,25,97.22,4
BALDFF31B172860,ACCEACE581A5E6C,2023-12-01,298.0,2000,0.149,25,52.54,0
BALCB81268E84F4,ACCEACE581A5E6C,2024-01-01,239.75,2000,0.1199,25,80.53,0
BALF401BDEF8407,ACCEACE581A5E6C,2024-02-01,282.25,2000,0.1411,25,157.95,4
BAL1120492D053B,ACCEACE581A5E6C,2024-03-01,481.36,2000,0.2407,25,362.36,1
BALA16A5C66B7A2,ACCEACE581A5E6C,2024-04-01,725.05,2000,0.3625,25,554.38,2
BAL0C895395D478,ACCEACE581A5E6C,2024-05-01,792.12,2000,0.3961,25,636.56,0
BAL9EA40307E927,ACCEACE581A5E6C,2024-06-01,600.71,2000,0.3004,25,347.55,4
BAL9E82804336F7,ACCEACE581A5E6C,2024-07-01,515.38,2000,0.2577,25,37.2,0
BALA1049E7F057C,ACCEACE581A5E6C,2024-08-01,779.6,2000,0.3898,25,246.66,2
BAL351E210BCFA4,ACCEACE581A5E6C,2024-09-01,617.82,2000,0.3089,25,581.74,7
BAL40E19A693CDD,ACCEACE581A5E6C,2024-10-01,769.27,2000,0.3846,25,484.55,5
BAL46A74C4ADFB5,ACCEACE581A5E6C,2024-11-01,818.89,2000,0.4094,25,231.91,1
BALDBF111CF364E,ACCEACE581A5E6C,2024-12-01,861.34,2000,0.4307,25.84,774.0,3
BAL1A8B2B83DF71,ACCEACE581A5E6C,2025-01-01,727.59,2000,0.3638,25,571.05,0
BALEF26200A5180,ACCEACE581A5E6C,2025-02-01,708.61,2000,0.3543,25,596.4,1
BALEB903408CB98,ACCEACE581A5E6C,2025-03-01,590.22,2000,0.2951,25,90.33,13
BALB0C730C744C7,ACCEACE581A5E6C,2025-04-01,884.39,2000,0.4422,26.53,27.82,0
BAL5A4CEB7963CA,ACC64F72F0449BD,2022-05-01,222.65,500,0.4453,25,66.62,0
BALB79C98481555,ACC64F72F0449BD,2022-06-01,260.05,500,0.5201,25,67.41,0
BAL59DD826E8081,ACC64F72F0449BD,2022-07-01,500,500,1.0,25,431.35,1
BALA6E76464AC25,ACC64F72F0449BD,2022-08-01,448.76,500,0.8975,25,54.17,0
BALA9F6F591DD17,ACC64F72F0449BD,2022-09-01,490.27,500,0.9805,25,125.75,0
BAL5477533422D5,ACC64F72F0449BD,2022-10-01,316.25,500,0.6325,25,150.12,2
BALB88DBF34E021,ACC64F72F0449BD,2022-11-01,196.85,500,0.3937,25,127.38,6
BALF6ACAA3815C8,ACC64F72F0449BD,2022-12-01,310.36,500,0.6207,25,282.58,0
BALA9B6D6F36C12,ACC64F72F0449BD,2023-01-01,500,500,1.0,25,124.63,3
BALB04F3E983DDF,ACC64F72F0449BD,2023-02-01,500,500,1.0,25,277.21,0
BALAB2C01B7F2C6,ACC64F72F0449BD,2023-03-01,500,500,1.0,25,114.87,0
BAL9B9682841BCD,ACC64F72F0449BD,2023-04-01,500,500,1.0,25,284.38,0
BALA845CE744F4F,ACC64F72F0449BD,2023-05-01,500,500,1.0,25,110.13,0
BAL8DA97903A6A1,ACC64F72F0449BD,2023-06-01,500,500,1.0,25,275.54,2
BALD35B46F4F9A9,ACC64F72F0449BD,2023-07-01,440.57,500,0.8811,25,435.5,1
BAL69AEBD84894A,ACC64F72F0449BD,2023-08-01,500,500,1.0,25,289.47,0
BAL263EAA9F0A16,ACC64F72F0449BD,2023-09-01,473.33,500,0.9467,25,252.48,0
BAL4860265BF0DC,ACC64F72F0449BD,2023-10-01,500,500,1.0,25,342.31,0
BAL369FCABEB03E,ACC64F72F0449BD,2023-11-01,500,500,1.0,25,458.16,2
BAL34D0F754495C,ACC64F72F0449BD,2023-12-01,435.13,500,0.8703,25,255.23,0
BAL38645A9CA565,ACC64F72F0449BD,2024-01-01,483.59,500,0.9672,25,432.6,0
BAL43A70FEA94EC,ACC64F72F0449BD,2024-02-01,500,500,1.0,25,25.98,0
BAL3A39F188209C,ACC64F72F0449BD,2024-03-01,427.6,500,0.8552,25,105.71,7
BAL3CE4B8CD165C,ACC64F72F0449BD,2024-04-01,500,500,1.0,25,176.6,0
BAL0D22C06BD541,ACC64F72F0449BD,2024-05-01,394.04,500,0.7881,25,138.92,2
BAL15E0AD5E92DD,ACC64F72F0449BD,2024-06-01,420.91,500,0.8418,25,64.11,6
BALA957C2A86CC1,ACC64F72F0449BD,2024-07-01,500,500,1.0,25,85.62,2
BAL25D3F8FEF2B2,ACC64F72F0449BD,2024-08-01,500,500,1.0,25,293.43,0
BALF7DA86F70C66,ACC64F72F0449BD,2024-09-01,500,500,1.0,25,112.99,5
BAL8BA841CB4887,ACC64F72F0449BD,2024-10-01,500,500,1.0,25,486.29,7
BALAF90C27ED06C,ACC64F72F0449BD,2024-11-01,500,500,1.0,25,40.17,7
BALE0416D319F3A,ACC64F72F0449BD,2024-12-01,500,500,1.0,25,483.75,1
BALCBB84270D647,ACC64F72F0449BD,2025-01-01,500,500,1.0,25,78.01,1
BAL9E5632667377,ACC64F72F0449BD,2025-02-01,500,500,1.0,25,26.8,3
BAL68617135AADF,ACC64F72F0449BD,2025-03-01,500,500,1.0,25,403.27,0
BAL4E94963D4498,ACC64F72F0449BD,2025-04-01,452.89,500,0.9058,25,230.44,0
BAL58BFA8414AF0,ACC7CFF9DF4BA21,2023-05-01,719.44,1500,0.4796,25,44.72,0
BAL7236229532D8,ACC7CFF9DF4BA21,2023-06-01,561.22,1500,0.3741,25,510.23,1
BAL3B7B215C6065,ACC7CFF9DF4BA21,2023-07-01,544.12,1500,0.3627,25,346.55,0
BAL76C673686FD8,ACC7CFF9DF4BA21,2023-08-01,811.39,1500,0.5409,25,799.33,0
BAL61E453343D03,ACC7CFF9DF4BA21,2023-09-01,636.32,1500,0.4242,25,210.41,12
BAL896C3549206B,ACC7CFF9DF4BA21,2023-10-01,854.35,1500,0.5696,25.63,571.79,10
BALF13C685B4513,ACC7CFF9DF4BA21,2023-11-01,889.73,1500,0.5932,26.69,167.22,0
BALF3F7525E8CB4,ACC7CFF9DF4BA21,2023-12-01,869.71,1500,0.5798,26.09,869.35,7
BAL5F106BADC99D,ACC7CFF9DF4BA21,2024-01-01,890.04,1500,0.5934,26.7,519.27,0
BAL46E35DB5538B,ACC7CFF9DF4BA21,2024-02-01,761.71,1500,0.5078,25,692.47,0
BAL37ACA14427E8,ACC7CFF9DF4BA21,2024-03-01,666.96,1500,0.4446,25,82.79,1
BALADC1458B296B,ACC7CFF9DF4BA21,2024-04-01,720.33,1500,0.4802,25,273.12,0
BALE36E79B436ED,ACC7CFF9DF4BA21,2024-05-01,733.44,1500,0.489,25,278.82,10
BAL0E013649C8E3,ACC7CFF9DF4BA21,2024-06-01,973.05,1500,0.6487,29.19,74.79,0
BAL222B81C0FB0E,ACC7CFF9DF4BA21,2024-07-01,959.27,1500,0.6395,28.78,304.91,3
BALA38C6791C829,ACC7CFF9DF4BA21,2024-08-01,978.06,1500,0.652,29.34,85.41,0
BALD65B1AF15168,ACC7CFF9DF4BA21,2024-09-01,1110.75,1500,0.7405,33.32,169.57,2
BALF20D390D2CBD,ACC7CFF9DF4BA21,2024-10-01,1332.56,1500,0.8884,39.98,515.51,2
BALC4C3D7209EF1,ACC7CFF9DF4BA21,2024-11-01,1144.81,1500,0.7632,34.34,71.69,2
BAL9B2E1F1A97CB,ACC7CFF9DF4BA21,2024-12-01,1320.01,1500,0.88,39.6,486.22,10
BALA8B1CAB4DFA3,ACC7CFF9DF4BA21,2025-01-01,1500,1500,1.0,45.0,392.97,3
BALF50A35805C35,ACC7CFF9DF4BA21,2025-02-01,1500,1500,1.0,45.0,389.51,0
BAL260AE3AE3CC5,ACC7CFF9DF4BA21,2025-03-01,1435.07,1500,0.9567,43.05,1153.83,9
BAL74CD57FBFD3E,ACC7CFF9DF4BA21,2025-04-01,1280.61,1500,0.8537,38.42,899.47,0
BALCBA0CE133D4B,ACC0CB9EE299D59,2023-10-01,1464.67,2000,0.7323,43.94,11.05,97
BAL22A5A0D43A8C,ACC0CB9EE299D59,2023-11-01,1288.4,2000,0.6442,38.65,3.41,92
BALE49A682FE9A7,ACC0CB9EE299D59,2023-12-01,1175.42,2000,0.5877,35.26,14.19,92
BALC428A5F70028,ACC0CB9EE299D59,2024-01-01,1072.27,2000,0.5361,32.17,13.72,94
BAL29F37FCE9D39,ACC0CB9EE299D59,2024-02-01,1358.33,2000,0.6792,40.75,6.73,97
BALEB46AF7076CA,ACC0CB9EE299D59,2024-03-01,1490.21,2000,0.7451,44.71,20.88,97
BAL81C6AFF77054,ACC0CB9EE299D59,2024-04-01,1662.18,2000,0.8311,49.87,5.13,95
BALFA4FD7AE37A8,ACC0CB9EE299D59,2024-05-01,1539.3,2000,0.7697,46.18,3.53,93
BAL4F8FA09CEDCD,ACC0CB9EE299D59,2024-06-01,1559.63,2000,0.7798,46.79,8.49,91
BALCDE229AAC007,ACC0CB9EE299D59,2024-07-01,1507.04,2000,0.7535,45.21,16.34,99
BALB0F83B48A5C6,ACC0CB9EE299D59,2024-08-01,1394.25,2000,0.6971,41.83,7.33,97
BAL6CABD56E9442,ACC0CB9EE299D59,2024-09-01,1274.11,2000,0.6371,38.22,5.38,93
BALCA15FB2889D9,ACC0CB9EE299D59,2024-10-01,1519.06,2000,0.7595,45.57,8.96,103
BAL9FD082558EB2,ACC0CB9EE299D59,2024-11-01,1655.26,2000,0.8276,49.66,12.27,93
BAL53D9F1444496,ACC0CB9EE299D59,2024-12-01,1566.53,2000,0.7833,47.0,1.81,92
BALF6E07057281B,ACC0CB9EE299D59,2025-01-01,1543.48,2000,0.7717,46.3,13.78,92
BAL00F12B1CA25B,ACC0CB9EE299D59,2025-02-01,1764.67,2000,0.8823,52.94,5.46,93
BAL4F0DAE30786E,ACC0CB9EE299D59,2025-03-01,1938.61,2000,0.9693,58.16,24.81,99
BAL364B13827B4E,ACC0CB9EE299D59,2025-04-01,1879.68,2000,0.9398,56.39,23.49,96
BAL9B11DA83B3CF,ACC94E49424B0DF,2023-04-01,1133.22,3000,0.3777,34.0,530.73,3
BALFD0A78BCA118,ACC94E49424B0DF,2023-05-01,1125.21,3000,0.3751,33.76,956.05,5
BAL878E7C7DE9D4,ACC94E49424B0DF,2023-06-01,1166.13,3000,0.3887,34.98,118.54,10
BAL4A7B52F79504,ACC94E49424B0DF,2023-07-01,1118.2,3000,0.3727,33.55,511.03,9
BALBF6B3946F5C5,ACC94E49424B0DF,2023-08-01,1415.72,3000,0.4719,42.47,502.97,1
BALCB75DB0C7DA2,ACC94E49424B0DF,2023-09-01,1298.78,3000,0.4329,38.96,218.88,0
BALC62728BB4192,ACC94E49424B0DF,2023-10-01,1120.4,3000,0.3735,33.61,682.83,0
BAL40E79E6CD1D2,ACC94E49424B0DF,2023-11-01,1133.79,3000,0.3779,34.01,1100.9,2
BAL4B2C618D52BC,ACC94E49424B0DF,2023-12-01,1158.74,3000,0.3862,34.76,93.88,3
BALF805C018FFEF,ACC94E49424B0DF,2024-01-01,1094.65,3000,0.3649,32.84,544.94,0
BAL7FF8584D7BDF,ACC94E49424B0DF,2024-02-01,1222.15,3000,0.4074,36.66,508.67,0
BAL970537D9D455,ACC94E49424B0DF,2024-03-01,1369.45,3000,0.4565,41.08,292.2,5
BAL183D67D3B6F0,ACC94E49424B0DF,2024-04-01,1480.63,3000,0.4935,44.42,1355.01,0
BAL3D19874B14FE,ACC94E49424B0DF,2024-05-01,1391.69,3000,0.4639,41.75,188.26,4
BALF69A4F157685,ACC94E49424B0DF,2024-06-01,1614.63,3000,0.5382,48.44,415.79,1
BAL76AA3266B80A,ACC94E49424B0DF,2024-07-01,1856.7,3000,0.6189,55.7,1141.67,1
BAL66571987029E,ACC94E49424B0DF,2024-08-01,2042.82,3000,0.6809,61.28,1327.84,2
BAL79EC6F127A66,ACC94E49424B0DF,2024-09-01,2316.99,3000,0.7723,69.51,784.09,1
BALFA09B5B12C3C,ACC94E49424B0DF,2024-10-01,2163.68,3000,0.7212,64.91,113.0,0
BAL563BB6F9409A,ACC94E49424B0DF,2024-11-01,2334.34,3000,0.7781,70.03,553.86,0
BALE778CE483F97,ACC94E49424B0DF,2024-12-01,2528.81,3000,0.8429,75.86,1802.12,0
BAL9610C1B1EA2C,ACC94E49424B0DF,2025-01-01,2536.76,3000,0.8456,76.1,1424.69,0
BALDD6CF8834E43,ACC94E49424B0DF,2025-02-01,2505.96,3000,0.8353,75.18,1821.14,0
BAL42199496BBF2,ACC94E49424B0DF,2025-03-01,2490.57,3000,0.8302,74.72,925.81,0
BAL7EC3EF1355B6,ACC94E49424B0DF,2025-04-01,2402.77,3000,0.8009,72.08,680.07,0
BAL3198EDADCC65,ACC109054257BCB,2023-08-01,235.69,500,0.4714,25,4.66,30
BAL051F96DFC8E4,ACC109054257BCB,2023-09-01,421.66,500,0.8433,25,8.89,31
BAL540BE023E0D9,ACC109054257BCB,2023-10-01,351.63,500,0.7033,25,4.37,34
BAL290E247BC9F9,ACC109054257BCB,2023-11-01,442.08,500,0.8842,25,12.29,38
BAL293EC201246C,ACC109054257BCB,2023-12-01,500,500,1.0,25,10.6,36
BAL42AAB3C55BCA,ACC109054257BCB,2024-01-01,500,500,1.0,25,4.08,41
BAL5616D16BCAB5,ACC109054257BCB,2024-02-01,500,500,1.0,25,7.31,28
BAL2A966B31DB2D,ACC109054257BCB,2024-03-01,463.9,500,0.9278,25,10.08,35
BAL76A2924C2BA4,ACC109054257BCB,2024-04-01,500,500,1.0,25,5.66,42
BAL118DD70D8E3D,ACC109054257BCB,2024-05-01,500,500,1.0,25,6.02,27
BALDB5D5F332719,ACC109054257BCB,2024-06-01,390.66,500,0.7813,25,3.97,41
BAL87D97D44050F,ACC109054257BCB,2024-07-01,357.44,500,0.7149,25,0.07,37
BALC67E33021738,ACC109054257BCB,2024-08-01,500,500,1.0,25,12.04,26
BAL09D4C6027D21,ACC109054257BCB,2024-09-01,500,500,1.0,25,3.27,34
BALF8CCB2D90539,ACC109054257BCB,2024-10-01,354.15,500,0.7083,25,10.58,44
BAL26923BF35A1D,ACC109054257BCB,2024-11-01,493.81,500,0.9876,25,10.7,28
BALAF722E885F22,ACC109054257BCB,2024-12-01,500,500,1.0,25,5.16,42
BALFD8E6F47D917,ACC109054257BCB,2025-01-01,500,500,1.0,25,7.42,38
BALA7DA6E551658,ACC109054257BCB,2025-02-01,500,500,1.0,25,2.14,33
BAL87E1A221DD2A,ACC109054257BCB,2025-03-01,500,500,1.0,25,9.05,36
BAL0ABA9D5FFBF4,ACC109054257BCB,2025-04-01,500,500,1.0,25,7.78,38
